sure_no,sure_ismi,bolum,ayet_no,kaynak,ayet
7,Al-A'raf,8,86,Kuran,lie ambush every roadthreatening hinder believe allah path strive make appear crook remember increase number consider fate corruptors
7,Al-A'raf,8,87,Kuran,believe send others patient allah judge us best judge
7,Al-A'raf,9,88,Kuran,arrogant chiefs people threaten shuaib certainly expel fellow believers land unless return faith reply even hate
7,Al-A'raf,9,89,Kuran,would surely fabricate lie allah return faith allah save us befit us return unless allah lord lord encompass everything knowledge allah trust lord judge us people truth best judge
7,Al-A'raf,9,90,Kuran,disbelieve chiefs people threaten follow shuaib surely losers
7,Al-A'raf,9,91,Kuran,overwhelm earthquake strike fell lifeless home
7,Al-A'raf,9,92,Kuran,reject shuaib wipe never live reject shuaib true losers
7,Al-A'raf,9,93,Kuran,turn away say people indeed deliver message lord give sincere advice grieve choose disbelieve
7,Al-A'raf,9,94,Kuran,whenever send prophet society afflict disbelieve people suffer adversity perhaps would humble
7,Al-A'raf,9,95,Kuran,change adversity prosperity flourish argue falsely forefathers visit adversity prosperity seize surprise unaware
7,Al-A'raf,9,96,Kuran,people societies faithful mindful allah would overwhelm bless heaven earth disbelieve seize use commit
7,Al-A'raf,9,97,Kuran,people societies feel secure punishment would come upon night asleep
7,Al-A'raf,9,98,Kuran,feel secure punishment would come upon day play
7,Al-A'raf,9,99,Kuran,feel secure allahs plan none would feel secure allahs plan except losers
7,Al-A'raf,9,100,Kuran,clear take land destruction former residents thatif willwe punish sin seal hearts hear truth
7,Al-A'raf,9,101,Kuran,narrate prophet stories societies surely messengers come clear proof still would believe already deny allah seal hearts disbelievers
7,Al-A'raf,9,102,Kuran,find true covenant rather find truly rebellious
7,Al-A'raf,9,103,Kuran,send moses sign pharaoh chiefs wrongfully reject see end corruptors
7,Al-A'raf,9,104,Kuran,moses say pharaoh truly messenger lord worlds
7,Al-A'raf,9,105,Kuran,oblige say nothing allah except truth indeed come clear proof lord let children israel go
7,Al-A'raf,9,106,Kuran,pharaoh say come sign bring say true
7,Al-A'raf,9,107,Kuran,moses throw staff andbehold become real snake
7,Al-A'raf,9,108,Kuran,draw hand collar shin white see
7,Al-A'raf,9,109,Kuran,chiefs pharaohs people say indeed skilled magician
7,Al-A'raf,9,110,Kuran,seek drive land pharaoh ask propose
7,Al-A'raf,9,111,Kuran,reply let brother wait send mobilizers cities
7,Al-A'raf,9,112,Kuran,bring every clever magician
7,Al-A'raf,9,113,Kuran,magicians come pharaoh say shall receive suitable reward prevail
7,Al-A'raf,9,114,Kuran,reply yes certainly among closest
7,Al-A'raf,9,115,Kuran,ask moses cast shall first cast
7,Al-A'raf,9,116,Kuran,moses say first deceive eye people stun make great display magic
7,Al-A'raf,9,117,Kuran,inspire moses throw staff andbehold devour object illusion
7,Al-A'raf,9,118,Kuran,truth prevail illusions fail
7,Al-A'raf,9,119,Kuran,pharaoh people defeat right put shame
7,Al-A'raf,9,120,Kuran,magicians fell prostrate
7,Al-A'raf,9,121,Kuran,declare believe lord worlds
7,Al-A'raf,9,122,Kuran,lord moses aaron
7,Al-A'raf,9,123,Kuran,pharaoh threaten dare believe give permission must conspiracy devise city drive people soon see
7,Al-A'raf,9,124,Kuran,certainly cut hand feet opposite side crucify
7,Al-A'raf,9,125,Kuran,respond surely lord return
7,Al-A'raf,9,126,Kuran,rage towards us believe sign lord come us lord shower us perseverance let us die submit
7,Al-A'raf,9,127,Kuran,chiefs pharaohs people protest go leave moses people free spread corruption land abandon gods respond kill sons keep women completely dominate
7,Al-A'raf,9,128,Kuran,moses reassure people seek allahs help patient indeed earth belong allah alone grant whoever choose servants ultimate outcome belong righteous
7,Al-A'raf,9,129,Kuran,complain always oppressedbefore come us message reply perhaps lord destroy enemy make successors land see
7,Al-A'raf,9,130,Kuran,indeed afflict pharaohs people famine shortage crop might come back sense
7,Al-A'raf,9,131,Kuran,time prosperity say deserve adversity blame moses surely destine allah yet know
7,Al-A'raf,9,132,Kuran,say matter sign may bring deceive us never believe
7,Al-A'raf,9,133,Kuran,plague flood locusts lice frog bloodall clear sign persist arrogance wicked people
7,Al-A'raf,9,134,Kuran,torment plead moses pray lord behalf virtue covenant make help remove torment us certainly believe let children israel go
7,Al-A'raf,9,135,Kuran,soon remove torment themuntil meet inevitable fatethey break promise
7,Al-A'raf,9,136,Kuran,inflict punishment upon drown sea deny sign heedless
7,Al-A'raf,9,137,Kuran,make oppress people successors eastern western land shower bless way noble word lord fulfil children israel endure destroy pharaoh people construct establish
7,Al-A'raf,9,138,Kuran,bring children israel across sea come upon people devote idols demand moses make us god like gods reply indeed people act ignorantly
7,Al-A'raf,9,139,Kuran,follow certainly doom destruction deeds vain
7,Al-A'raf,9,140,Kuran,add shall seek god allah honour others
7,Al-A'raf,9,141,Kuran,remember rescue people pharaoh afflict dreadful tormentkilling sons keep women severe test lord
7,Al-A'raf,9,142,Kuran,appoint moses thirty nights add another tencompleting lord term forty nights moses command brother aaron take place among people right follow way corruptors
7,Al-A'raf,9,143,Kuran,moses come appoint time lord speak ask lord reveal may see allah answer see look mountain remain firm place see lord appear mountain level dust moses collapse unconscious recover cry glory turn repentance first believers
7,Al-A'raf,9,144,Kuran,allah say moses already elevate others message speech hold firmly give grateful
7,Al-A'raf,9,145,Kuran,write tablets fundamentals everything commandments explanations things command hold firmly ask people take best
7,Al-A'raf,9,146,Kuran,turn away sign act unjustly arrogance land even see every sign still would believe see right path take see crook path follow deny sign heedless
7,Al-A'raf,9,147,Kuran,deeds deny sign meet allah hereafter vain reward except do
7,Al-A'raf,9,148,Kuran,absence moses people make golden jewellery idol calf make low sound see could neither speak guide right path still take god wrongdoers
7,Al-A'raf,9,149,Kuran,later fill remorse realize go astray cry lord mercy us forgive us certainly losers
7,Al-A'raf,9,150,Kuran,upon moses return people totally furious sorrowful say evil thing commit absence want hasten lord torment throw tablets grab brother hair drag closer aaron plead son mother people overpower kill humiliate make enemies rejoice count among wrongdoing people
7,Al-A'raf,9,151,Kuran,moses pray lord forgive brother admit us mercy merciful merciful
7,Al-A'raf,9,152,Kuran,worship calf certainly afflict allahs wrath well disgrace life world reward invent falsehood
7,Al-A'raf,9,153,Kuran,commit evil repent become true believers lord certainly
7,Al-A'raf,9,154,Kuran,moses anger subside take tablets whose text contain guidance mercy stand awe lord
7,Al-A'raf,9,155,Kuran,moses choose seventy men among people appointment seize earthquake cry lord will could destroy long ago well destroy us foolish among us do test youby allow whoever stray guide whoever guardian forgive us mercy us best forgiver
7,Al-A'raf,9,156,Kuran,ordain us good life next indeed turn repentance allah reply inflict torment whoever mercy encompass everything ordain mercy shun evil pay believe revelations
7,Al-A'raf,9,157,Kuran,ones follow messenger unlettered prophet whose description find torah gospel command good forbid evil permit lawful forbid impure relieve burden shackle bind believe honour support follow light send successful
7,Al-A'raf,9,158,Kuran,say prophet humanity allahs messenger alone belong kingdom heavens earth god worthy worship except give life cause death believe allah messenger unlettered prophet believe allah revelations follow may rightly guide
7,Al-A'raf,9,159,Kuran,among people moses guide truth establish justice accordingly
7,Al-A'raf,9,160,Kuran,divide twelve tribeseach community reveal moses people ask water strike rock staff twelve spring gush tribe know drink place shade cloud send manna quail say eat good things provide certainly wrong us wrong
7,Al-A'raf,9,161,Kuran,remember say enter city jerusalem eat wherever please say absolve us enter gate humility forgive sin multiply reward
7,Al-A'raf,9,162,Kuran,wrongdoers among change word command say send punishment heavens upon wrongdoing
7,Al-A'raf,9,163,Kuran,ask prophet people town sea break sabbath sabbath abundant fish would come clearly visible days fish never see way test rebelliousness
7,Al-A'raf,9,164,Kuran,righteous among question fellow bother warn either destroy severely punish allah reply free lord blame perhaps may abstain
7,Al-A'raf,9,165,Kuran,ignore warn give rescue use warn evil overtake wrongdoers dreadful punishment rebelliousness
7,Al-A'raf,9,166,Kuran,stubbornly persist violation say disgrace ape
7,Al-A'raf,9,167,Kuran,remember prophet lord declare would send others would make suffer terribly day judgment indeed lord swift punishment certainly merciful
7,Al-A'raf,9,168,Kuran,disperse land groupssome righteous others less test prosperity adversity perhaps would return right path
7,Al-A'raf,9,169,Kuran,succeed generations inherit scripture indulge unlawful gain claim forgive similar gain come way would seize covenant take scripture would say anything allah except truth already teach eternal home hereafter far better mindful allah understand
7,Al-A'raf,9,170,Kuran,firmly abide scripture establish prayersurely never discount reward act righteously
7,Al-A'raf,9,171,Kuran,remember raise mountain cloud think would fall say hold firmly scripture give observe teach perhaps become mindful allah
7,Al-A'raf,9,172,Kuran,remember lord bring forth loins children adam descendants testify regard allah ask lord reply yes testify caution right say judgment day aware
7,Al-A'raf,9,173,Kuran,say forefathers associate others allah worship descendants follow footsteps destroy us falsehood invent
7,Al-A'raf,9,174,Kuran,make sign clear perhaps return right path
7,Al-A'raf,9,175,Kuran,relate prophet story one give sign abandon satan take hold become deviant
7,Al-A'raf,9,176,Kuran,will would elevate sign cling lifefollowing evil desire example dog chase away pant leave still pant example people deny sign narrate stories past perhaps reflect
7,Al-A'raf,9,177,Kuran,evil example deny sign wrong souls
7,Al-A'raf,9,178,Kuran,whoever allah guide truly guide whoever leave stray true losers
7,Al-A'raf,9,179,Kuran,indeed destine many jinn humans hell hearts understand eye see ears hear like cattle fact even less guide people entirely heedless
7,Al-A'raf,9,180,Kuran,allah beautiful name call upon keep away abuse name punish use
7,Al-A'raf,9,181,Kuran,among create group guide truth establish justice accordingly
7,Al-A'raf,9,182,Kuran,deny sign gradually draw destruction ways comprehend
7,Al-A'raf,9,183,Kuran,delay end plan flawless
7,Al-A'raf,9,184,Kuran,ever give think fellow man insane send clear warn
7,Al-A'raf,9,185,Kuran,ever reflect wonder heavens earth everything allah create perhaps end near message quran would believe
7,Al-A'raf,9,186,Kuran,whoever allah allow stray none guide leave wander blindly defiance
7,Al-A'raf,9,187,Kuran,ask prophet regard hour say knowledge lord alone reveal time come tremendous heavens earth take surprise ask full knowledge say knowledge allah people know
7,Al-A'raf,9,188,Kuran,say power benefit protect except allah know unknown would benefit enormously harm would ever touch warner deliverer good news believe
7,Al-A'raf,9,189,Kuran,one create single soul make spouse may find comfort unite carry light burden develop gradually grow heavy pray allah lord grant us good offspring certainly grateful
7,Al-A'raf,9,190,Kuran,grant descendants good offspring associate false gods give exalt allah associate
7,Al-A'raf,9,191,Kuran,associate allah idols create anything fact create
7,Al-A'raf,9,192,Kuran,help even help
7,Al-A'raf,9,193,Kuran,idolaters call upon guidance respond whether call remain silent
7,Al-A'raf,9,194,Kuran,idols invoke besides allah create be like call upon see answer claim true
7,Al-A'raf,9,195,Kuran,feet walk hand hold eye see ears hear say prophet call upon conspire without delay
7,Al-A'raf,9,196,Kuran,indeed protector allah reveal book alone protect righteous
7,Al-A'raf,9,197,Kuran,false gods call besides neither help even
7,Al-A'raf,9,198,Kuran,idolaters call guidance hear prophet may see face towards see
7,Al-A'raf,9,199,Kuran,gracious enjoin right turn away act ignorantly
7,Al-A'raf,9,200,Kuran,tempt satan seek refuge allah surely
7,Al-A'raf,9,201,Kuran,indeed satan whisper mindful allah remember lord start see things clearly
7,Al-A'raf,9,202,Kuran,devil persistently plunge human associate deeper wickedness spar effort
7,Al-A'raf,9,203,Kuran,prophet bring sign demand ask make say follow reveal lord quran insight lorda guide mercy believe
7,Al-A'raf,9,204,Kuran,quran recite listen attentively silent may show mercy
7,Al-A'raf,9,205,Kuran,remember lord inwardly humility reverence moderate tone voice morning even one heedless
7,Al-A'raf,9,206,Kuran,surely angels nearest lord proud worship glorify prostrate
8,Al-Anfal,9,1,Kuran,ask prophet regard spoil war say distribution decide allah messenger mindful allah settle affairs obey allah messenger true believers
8,Al-Anfal,9,2,Kuran,true believers whose hearts tremble remembrance allah whose faith increase revelations recite put trust lord
8,Al-Anfal,9,3,Kuran,establish prayer donate provide
8,Al-Anfal,9,4,Kuran,true believers elevate rank forgiveness honourable provision lord
8,Al-Anfal,9,5,Kuran,similarly lord bring prophet home cause group believers totally
8,Al-Anfal,9,6,Kuran,dispute truth make clear drive death eye wide open
8,Al-Anfal,9,7,Kuran,remember believers allah promise give upper hand either target wish capture unarm party allahs establish truth word uproot disbelievers
8,Al-Anfal,9,8,Kuran,firmly establish truth wipe falsehoodeven dismay wicked
8,Al-Anfal,9,9,Kuran,remember cry lord help answer reinforce thousand angelsfollowed many others
8,Al-Anfal,9,10,Kuran,allah make sign victory reassurance hearts victory come allah surely allah almighty
8,Al-Anfal,9,11,Kuran,remember cause drowsiness overcome give serenity send rain sky purify free satans whisper strengthen hearts make step firm
8,Al-Anfal,9,12,Kuran,remember prophet lord reveal angels make believers stand firm cast horror hearts disbelievers strike neck strike fingertips
8,Al-Anfal,9,13,Kuran,defy allah messenger whoever defy allah messenger know allah surely severe punishment
8,Al-Anfal,9,14,Kuran,worldly punishment taste disbelievers suffer torment fire
8,Al-Anfal,9,15,Kuran,believers face disbelievers battle never turn back
8,Al-Anfal,9,16,Kuran,whoever occasionunless manoeuvre join troopswill earn displeasure allah home hell evil destination
8,Al-Anfal,9,17,Kuran,believers kill allah prophet throw handful sand disbelievers allah render believers great favour surely allah
8,Al-Anfal,9,18,Kuran,allah frustrate evil plan disbelievers
8,Al-Anfal,9,19,Kuran,meccans seek judgment come cease good persist persist forcesno matter numerous might bewill benefit whatsoever allah certainly believers
8,Al-Anfal,9,20,Kuran,believers obey allah messenger turn away hear call
8,Al-Anfal,9,21,Kuran,like say hear fact listen
8,Al-Anfal,9,22,Kuran,indeed worst be sight allah wilfully deaf dumb understand
8,Al-Anfal,9,23,Kuran,allah know goodness would certainly make hear even make hear would surely turn away heedlessly
8,Al-Anfal,9,24,Kuran,believers respond allah messenger call give life know allah stand person heart gather
8,Al-Anfal,9,25,Kuran,beware trial affect wrongdoers among know allah severe punishment
8,Al-Anfal,9,26,Kuran,remember vastly outnumber oppress land constantly fear attack enemy shelter strengthen help provide good things perhaps would thankful
8,Al-Anfal,9,27,Kuran,believers betray allah messenger betray trust knowingly
8,Al-Anfal,9,28,Kuran,know wealth children test allah great reward
8,Al-Anfal,9,29,Kuran,believers mindful allah grant standard distinguish right wrong absolve sin forgive allah lord infinite bounty
8,Al-Anfal,9,30,Kuran,remember prophet disbelievers conspire capture kill exile plan allah also plan allah best planners
8,Al-Anfal,9,31,Kuran,whenever revelations recite challenge already hear recitation want could easily produce something similar quran nothing ancient fables
8,Al-Anfal,9,32,Kuran,remember pray allah indeed truth rain stone upon us sky overcome us painful punishment
8,Al-Anfal,9,33,Kuran,allah would never punish prophet midst would ever punish pray forgiveness
8,Al-Anfal,9,34,Kuran,allah punish hinder pilgrims sacred mosque claim rightful guardians none right guardianship except mindful allah pagans know
8,Al-Anfal,9,35,Kuran,prayer sacred house nothing whistle clap taste punishment disbelief
8,Al-Anfal,9,36,Kuran,surely disbelievers spend wealth hinder others path allah continue spend point regret defeat disbelievers drive hell
8,Al-Anfal,9,37,Kuran,allah may separate evil good pile evil ones together cast hell true losers
8,Al-Anfal,9,38,Kuran,tell disbelievers desist past forgive persist example destroy
8,Al-Anfal,9,39,Kuran,fight persecutionand devotion entirely allah desist surely allah
8,Al-Anfal,9,40,Kuran,comply know allah protector excellent protector excellent helper
8,Al-Anfal,10,41,Kuran,know whatever spoil take allah messenger close relatives orphan poor needy travellers truly believe allah reveal servant decisive day two armies meet badr allah capable everything
8,Al-Anfal,10,42,Kuran,remember near side valley enemy far side caravan even two armies make appointment meet would certainly miss still transpire allah may establish destinedthat perish survive might truth make clear surely allah
8,Al-Anfal,10,43,Kuran,remember prophet allah show dream number show many believers would certainly falter dispute matter allah spar surely know best hide heart
8,Al-Anfal,10,44,Kuran,armies meet allah make appear eye make appear allah may establish destine allah matter return judgment
8,Al-Anfal,10,45,Kuran,believers face enemy stand firm remember allah often may triumph
8,Al-Anfal,10,46,Kuran,obey allah messenger dispute one another would discourage weaken persevere surely allah persevere
8,Al-Anfal,10,47,Kuran,like pagans leave home arrogantly see people hinder others allahs path allah fully aware
8,Al-Anfal,10,48,Kuran,remember satan make evil deeds appeal say one overcome today surely side two force face cower say absolutely nothing certainly see see truly fear allah allah severe punishment
8,Al-Anfal,10,49,Kuran,remember hypocrites sickness hearts say believers delude faith whoever put trust allah surely allah almighty
8,Al-Anfal,10,50,Kuran,could see angels take souls disbelievers beat face back say taste torment burn
8,Al-Anfal,10,51,Kuran,reward hand do allah never unjust creation
8,Al-Anfal,10,52,Kuran,fate people pharaoh themthey disbelieve allahs sign allah seize sin indeed allah severe punishment
8,Al-Anfal,10,53,Kuran,allah would never discontinue favour people discontinue faith surely allah
8,Al-Anfal,10,54,Kuran,case pharaohs people themthey reject sign lord destroy sin drown pharaohs people wrongdoers
8,Al-Anfal,10,55,Kuran,indeed worst be sight allah persist disbelief never faith
8,Al-Anfal,10,56,Kuran,namely prophet enter treaties violate every time fear consequences
8,Al-Anfal,10,57,Kuran,ever encounter battle make fearsome example perhaps would follow may deter
8,Al-Anfal,10,58,Kuran,prophet see sign betrayal people respond openly terminate treaty surely allah like betray
8,Al-Anfal,10,59,Kuran,let disbelievers think within reach escape
8,Al-Anfal,10,60,Kuran,prepare believers military power cavalry deter allahs enemies enemies well enemies unknown know allah whatever spend cause allah pay full wrong
8,Al-Anfal,10,61,Kuran,enemy incline towards peace make peace put trust allah indeed alone
8,Al-Anfal,10,62,Kuran,intention deceive allah certainly sufficient one support help believers
8,Al-Anfal,10,63,Kuran,bring hearts together spend riches earth could unite hearts allah unite indeed almighty
8,Al-Anfal,10,64,Kuran,prophet allah sufficient believers follow
8,Al-Anfal,10,65,Kuran,prophet motivate believers fight twenty steadfast among overcome two hundred one hundred overcome one thousand disbelievers people comprehend
8,Al-Anfal,10,66,Kuran,allah lighten burden know weakness hundred steadfast among overcome two hundred one thousand overcome two thousand allahs allah steadfast
8,Al-Anfal,10,67,Kuran,fit prophet take captives thoroughly subdue land believers settle fleet gain world allahs aim hereafter allah almighty
8,Al-Anfal,10,68,Kuran,prior decree allah would certainly discipline tremendous punishment whatever ransom take
8,Al-Anfal,10,69,Kuran,enjoy take lawful good mindful allah surely allah merciful
8,Al-Anfal,10,70,Kuran,prophet tell captives custody allah find goodness hearts give better take forgive allah merciful
8,Al-Anfal,10,71,Kuran,intention betray prophet seek betray allah give power allah
8,Al-Anfal,10,72,Kuran,believe emigrate strive wealth live cause allah well give shelter helpthey truly guardians one another believe emigrate obligations emigrate seek help persecution faith obligation help except people bind treaty allah
8,Al-Anfal,10,73,Kuran,disbelievers guardians one another unless believers act likewise great oppression corruption land
8,Al-Anfal,10,74,Kuran,believe migrate struggle cause allah give shelter help true believers forgiveness honourable provision
8,Al-Anfal,10,75,Kuran,later believe migrate struggle alongside also blood relatives entitle inherit one another ordain allah surely allah full knowledge everything
9,At-Tawbah,10,1,Kuran,discharge obligations allah messenger polytheists believers enter treaties
9,At-Tawbah,10,2,Kuran,polytheists may travel freely land four months know escape allah allah disgrace disbelievers
9,At-Tawbah,10,3,Kuran,declaration allah messenger make people day greater pilgrimage allah messenger free polytheists pagans repent better turn away know escape allah give good news prophet disbelievers painful punishment
9,At-Tawbah,10,4,Kuran,polytheists honour every term treaty support enemy honour treaty end term surely allah love mindful
9,At-Tawbah,10,5,Kuran,sacred months pass kill polytheists violate treaties wherever find capture besiege lie wait every way repent perform prayers pay set free indeed allah merciful
9,At-Tawbah,10,6,Kuran,anyone polytheists ask protection prophet grant may hear word allah escort place safety people knowledge
9,At-Tawbah,10,7,Kuran,polytheists treaty allah messenger except make treaty sacred mosque long true true indeed allah love mindful
9,At-Tawbah,10,8,Kuran,treaty upper hand would respect kinship treaty flatter tongue hearts denial rebellious
9,At-Tawbah,10,9,Kuran,choose fleet gain allahs revelations hinder others way evil indeed do
9,At-Tawbah,10,10,Kuran,honour bond kinship treaties believers transgressors
9,At-Tawbah,10,11,Kuran,repent perform prayer pay brothers faith make revelations clear people knowledge
9,At-Tawbah,10,12,Kuran,break oaths make pledge attack faith fight champion disbeliefwho never honour oathsso perhaps desist
9,At-Tawbah,10,13,Kuran,fight break oaths conspire expel messenger mecca attack first fear allah deserve fear true believers
9,At-Tawbah,10,14,Kuran,fight allah punish hand put shame help overcome soothe hearts believers
9,At-Tawbah,10,15,Kuran,remove rage hearts allah pardon whoever will allah
9,At-Tawbah,10,16,Kuran,believers think leave without allah prove among truly struggle cause never take trust ally allah messenger believers allah
9,At-Tawbah,10,17,Kuran,polytheists maintain mosques allah openly profess disbelief deeds void fire forever
9,At-Tawbah,10,18,Kuran,mosques allah maintain believe allah last day establish prayer pay fear none allah right hope among truly guide
9,At-Tawbah,10,19,Kuran,pagans consider provide pilgrims water maintain sacred mosque equal believe allah last day struggle cause allah equal allahs sight allah guide wrongdoing people
9,At-Tawbah,10,20,Kuran,believe emigrate strive cause allah wealth live greater rank sight allah triumph
9,At-Tawbah,10,21,Kuran,lord give good news mercy pleasure garden everlasting bliss
9,At-Tawbah,10,22,Kuran,stay ever ever surely allah great reward
9,At-Tawbah,10,23,Kuran,believers take parent siblings trust ally choose disbelief belief whoever true wrongdoers
9,At-Tawbah,10,24,Kuran,say prophet parent children siblings spouses extend family wealth acquire trade fear decline home cherishif beloved allah messenger struggle way wait allah bring allah guide rebellious people
9,At-Tawbah,10,25,Kuran,indeed allah give believers victory many battlefields even battle hunain take pride great number prove advantage earth despite vastness seem close turn back retreat
9,At-Tawbah,10,26,Kuran,allah send reassurance could see punish disbelieve reward disbelievers
9,At-Tawbah,10,27,Kuran,afterwards allah turn grace whoever will allah merciful
9,At-Tawbah,10,28,Kuran,believers indeed polytheists spiritually impure fear poverty allah enrich bounty will surely allah
9,At-Tawbah,10,29,Kuran,fight believe allah last day comply allah messenger forbid embrace religion truth among give scripture willingly submit fully humble
9,At-Tawbah,10,30,Kuran,jews say ezra son allah christians say messiah son allah baseless assertions parrot word earlier disbelievers may allah condemn delude truth
9,At-Tawbah,10,31,Kuran,take rabbis monks well messiah son mary lord besides allah even though command worship none one god god worthy worship except glorify associate
9,At-Tawbah,10,32,Kuran,wish extinguish allahs light mouth allah allow light perfect even dismay disbelievers
9,At-Tawbah,10,33,Kuran,one send messenger true guidance religion truth make prevail others even dismay polytheists
9,At-Tawbah,10,34,Kuran,believers indeed many rabbis monks consume people wealth wrongfully hinder others way allah give good news painful torment hoard gold silver spend allahs cause
9,At-Tawbah,10,35,Kuran,day come treasure heat fire hell foreheads side back brand say treasure hoard taste hoard
9,At-Tawbah,10,36,Kuran,indeed number months ordain allah twelvein allahs record since day create heavens earthof four sacred right way wrong one another months together fight polytheists fight together know allah mindful
9,At-Tawbah,10,37,Kuran,reallocate sanctity months increase disbelief disbelievers lead far astray adjust sanctity one year uphold another maintain number months sanctify allah violate months allah make sacred evil deeds make appeal allah guide disbelieve people
9,At-Tawbah,10,38,Kuran,believers matter ask march forth cause allah cling firmly land prefer life world hereafter enjoyment worldly life insignificant compare hereafter
9,At-Tawbah,10,39,Kuran,march forth afflict painful torment replace people harm least allah capable everything
9,At-Tawbah,10,40,Kuran,matter believers support allah fact support disbelievers drive mecca one two cave reassure companion worry allah certainly us allah send serenity upon prophet support force believers see make word disbelievers lowest word allah supreme allah almighty
9,At-Tawbah,10,41,Kuran,believers march forth whether easy difficult strive wealth live cause allah best know
9,At-Tawbah,10,42,Kuran,gain within reach journey shorter would follow distance seem long swear allah able would certainly join ruin allah know surely lie
9,At-Tawbah,10,43,Kuran,may allah pardon prophet give permission stay behind tell truth distinguish lie
9,At-Tawbah,10,44,Kuran,believe allah last day ask exemption strive wealth live allah perfect knowledge mindful
9,At-Tawbah,10,45,Kuran,one would ask exemption except faith allah last day whose hearts doubt tear doubt
9,At-Tawbah,10,46,Kuran,really intend march forth would make preparations allah dislike go let lag behind say stay helpless remain behind
9,At-Tawbah,10,47,Kuran,go forth believers would nothing trouble would scramble around seek spread discord midst would eagerly listen allah perfect knowledge wrongdoers
9,At-Tawbah,10,48,Kuran,already seek spread discord devise every possible plot prophet truth come allahs prevailedmuch dismay
9,At-Tawbah,10,49,Kuran,say exempt expose temptation already fall temptation hell surely engulf disbelievers
9,At-Tawbah,10,50,Kuran,bless befall prophet grieve disaster befall say take precaution advance turn away rejoice
9,At-Tawbah,10,51,Kuran,say nothing ever befall us except allah destine us protector allah let believers put trust
9,At-Tawbah,10,52,Kuran,say await anything befall us except one two best things victory martyrdom await allah afflict torment either hand keep wait wait
9,At-Tawbah,10,53,Kuran,say prophet whether donate willingly unwillingly never accept rebellious people
9,At-Tawbah,10,54,Kuran,prevent donations accept lose faith allah messenger never come prayer except never donate except resentfully
9,At-Tawbah,10,55,Kuran,let neither wealth children impress prophet allah intend torment things worldly life souls depart disbelievers
9,At-Tawbah,10,56,Kuran,swear allah part say fear
9,At-Tawbah,10,57,Kuran,could find refuge cave would rush headlong towards
9,At-Tawbah,10,58,Kuran,critical distribution alms prophet give please enrage
9,At-Tawbah,10,59,Kuran,content allah messenger give say allah sufficient us allah grant us bounty messenger allah alone turn hope
9,At-Tawbah,10,60,Kuran,poor needy employ administer whose hearts attract faith free slave debt allahs cause needy travellers obligation allah allah
9,At-Tawbah,10,61,Kuran,others hurt prophet say listen anyone say prophet listen best believe allah faith believers mercy believe among hurt allahs messenger suffer painful punishment
9,At-Tawbah,10,62,Kuran,swear allah believers order please pleasure allah messenger seek true believers
9,At-Tawbah,10,63,Kuran,know whoever oppose allah messenger fire hell forever ultimate disgrace
9,At-Tawbah,10,64,Kuran,hypocrites fear srah reveal expose hearts say prophet keep mock allah definitely bring light fear
9,At-Tawbah,10,65,Kuran,question certainly say talk idly joke around say allah revelations messenger ridicule
9,At-Tawbah,10,66,Kuran,make excuse lose faith belief pardon group punish others wickedness
9,At-Tawbah,10,67,Kuran,hypocrites men women alike encourage evil forbid good withhold hand neglect allah neglect surely hypocrites rebellious
9,At-Tawbah,10,68,Kuran,allah promise hypocrites men women disbelievers everlasting stay fire hellit sufficient allah condemn suffer punishment
9,At-Tawbah,10,69,Kuran,hypocrites like disbelievers far superior might abundant wealth children enjoy share life enjoy share engage idle talk deeds become void world hereafter true losers
9,At-Tawbah,10,70,Kuran,receive stories destroy people noah ad thamd people abraham residents midian overturn cities lot messengers come clear proof allah would never wrong wrong
9,At-Tawbah,10,71,Kuran,believers men women guardians one another encourage good forbid evil establish prayer pay obey allah messenger show allahs mercy surely allah almighty
9,At-Tawbah,10,72,Kuran,allah promise believers men women garden rivers flow stay forever splendid home garden eternity andabove allthe pleasure allah truly ultimate triumph
9,At-Tawbah,10,73,Kuran,prophet struggle disbelievers hypocrites firm hell home evil destination
9,At-Tawbah,10,74,Kuran,swear allah never say anything blasphemous fact utter blasphemy lose faith accept islam plot could carry resentment pay allah messenger back enrich bounty repent better turn away allah torment painful punishment world hereafter one earth protect help
9,At-Tawbah,10,75,Kuran,make vow allah give us bounty surely spend charity righteous
9,At-Tawbah,10,76,Kuran,give bounty withhold turn away indifferently
9,At-Tawbah,10,77,Kuran,cause hypocrisy plague hearts day meet break promise allah lie
9,At-Tawbah,10,78,Kuran,know allah fully know evil thoughts secret talk allah knower unseen
9,At-Tawbah,10,79,Kuran,slander believers donate liberally mock others give little afford allah throw mockery back suffer painful punishment
9,At-Tawbah,10,80,Kuran,matter whether prophet pray forgive even pray forgiveness seventy time allah never forgive lose faith allah messenger allah guide rebellious people
9,At-Tawbah,10,81,Kuran,hypocrites remain behind rejoice defiance messenger allah hat prospect strive wealth live cause allah say one another march forth heat say prophet fire hell far hotter could comprehend
9,At-Tawbah,10,82,Kuran,let laugh littlethey weep much reward commit
9,At-Tawbah,10,83,Kuran,allah return prophet group ask go forth say ever go forth fight enemy along prefer stay behind first time stay helpless remain behind
9,At-Tawbah,10,84,Kuran,ever offer funeral prayers dead stand grave burial lose faith allah messenger die rebellious
9,At-Tawbah,10,85,Kuran,let neither wealth children impress prophet allah intend torment things world souls depart disbelievers
