sure_no,sure_ismi,bolum,ayet_no,kaynak,ayet
9,1 Samuel,19,1,Incil,saul spoke jonathan son servant kill david jonathan saul son delight much david
9,1 Samuel,19,2,Incil,jonathan told david say saul father seek kill therefor pleas take care morn live secret place hide
9,1 Samuel,19,3,Incil,go stand besid father field commune father see anyth tell
9,1 Samuel,19,4,Incil,jonathan spoke good david saul father said let king sin servant david sin work good toward
9,1 Samuel,19,5,Incil,put life hand struck philistin yahweh work great victori israel saw rejoic sin innoc blood kill david without caus
9,1 Samuel,19,6,Incil,saul listen voic jonathan saul swore yahweh live shall put death
9,1 Samuel,19,7,Incil,jonathan call david jonathan show thing jonathan brought david saul presenc
9,1 Samuel,19,8,Incil,war david went fought philistin kill great slaughter fled
9,1 Samuel,19,9,Incil,evil spirit yahweh saul sat hous spear hand david play hand
9,1 Samuel,19,10,Incil,saul sought strike david even wall spear slip away saul presenc struck spear wall david fled escap night
9,1 Samuel,19,11,Incil,saul sent messeng david hous watch kill morn michal david wife told say save life tonight tomorrow slain
9,1 Samuel,19,12,Incil,michal let david window went fled escap
9,1 Samuel,19,13,Incil,michal took teraphim laid bed put pillow goat hair head cover cloth
9,1 Samuel,19,14,Incil,saul sent messeng take david said sick
9,1 Samuel,19,15,Incil,saul sent messeng see david say bring bed may kill
9,1 Samuel,19,16,Incil,messeng came behold teraphim bed pillow goat hair head
9,1 Samuel,19,17,Incil,saul said michal deceiv thus let enemi go escap michal answer saul said let go kill
9,1 Samuel,19,18,Incil,david fled escap came samuel ramah told saul done samuel went live naioth
9,1 Samuel,19,19,Incil,told saul say behold david naioth ramah
9,1 Samuel,19,20,Incil,saul sent messeng take david saw compani prophet prophesi samuel stand head spirit god came messeng saul also prophesi
9,1 Samuel,19,21,Incil,told saul sent messeng also prophesi saul sent messeng third time also prophesi
9,1 Samuel,19,22,Incil,went also ramah came great well secu ask said samuel david one said behold naioth ramah
9,1 Samuel,19,23,Incil,went naioth ramah spirit god came also went prophesi came naioth ramah
9,1 Samuel,19,24,Incil,also strip cloth also prophesi samuel lay nake day night therefor say saul also among prophet
9,1 Samuel,20,1,Incil,david fled naioth ramah came said jonathan done iniqu sin father seek life
9,1 Samuel,20,2,Incil,said far shall die behold father noth either great small disclos father hide thing
9,1 Samuel,20,3,Incil,david swore moreov said father know well found favor eye say let jonathan know lest griev truli yahweh live soul live step death
9,1 Samuel,20,4,Incil,said jonathan david whatev soul desir even
9,1 Samuel,20,5,Incil,david said jonathan behold tomorrow new moon fail dine king let go may hide field third day even
9,1 Samuel,20,6,Incil,father miss say earnest ask leav might run bethlehem citi year sacrific famili
9,1 Samuel,20,7,Incil,say well servant shall peac angri know evil determin
9,1 Samuel,20,8,Incil,therefor deal kind servant brought servant coven yahweh iniqu kill bring father
9,1 Samuel,20,9,Incil,jonathan said far know evil determin father come would tell
9,1 Samuel,20,10,Incil,said david jonathan shall tell perchanc father answer rough
9,1 Samuel,20,11,Incil,jonathan said david come let us go field went field
9,1 Samuel,20,12,Incil,jonathan said david yahweh god israel wit sound father time tomorrow third day behold good toward david shall send disclos
9,1 Samuel,20,13,Incil,yahweh jonathan also pleas father evil disclos send away may go peac yahweh father
9,1 Samuel,20,14,Incil,shall yet live show love kind yahweh die
9,1 Samuel,20,15,Incil,also shall cut kind hous forev yahweh cut enemi david everyon surfac earth
9,1 Samuel,20,16,Incil,jonathan made coven hous david say yahweh requir hand david enemi
9,1 Samuel,20,17,Incil,jonathan caus david swear love love love soul
9,1 Samuel,20,18,Incil,jonathan said tomorrow new moon miss seat empti
9,1 Samuel,20,19,Incil,stay three day shall go quick come place hide busi hand shall remain stone ezel
9,1 Samuel,20,20,Incil,shoot three arrow side though shot mark
9,1 Samuel,20,21,Incil,behold send boy say go find arrow tell boy behold arrow side take come peac hurt yahweh live
9,1 Samuel,20,22,Incil,say thus boy behold arrow beyond go way yahweh sent away
9,1 Samuel,20,23,Incil,touch matter spoken behold yahweh forev
9,1 Samuel,20,24,Incil,david hid field new moon come king sat eat food
9,1 Samuel,20,25,Incil,king sat seat time even seat wall jonathan stood abner sat saul side david place empti
9,1 Samuel,20,26,Incil,nevertheless saul say anyth day thought someth happen clean sure clean
9,1 Samuel,20,27,Incil,happen next day new moon second day david place empti saul said jonathan son son jess come meat neither yesterday today
9,1 Samuel,20,28,Incil,jonathan answer saul david earnest ask leav go bethlehem
9,1 Samuel,20,29,Incil,said pleas let go famili sacrific citi brother command found favor eye let get away pray see brother therefor come king tabl
9,1 Samuel,20,30,Incil,saul anger kindl jonathan said son pervers rebelli woman know chosen son jess shame shame mother naked
9,1 Samuel,20,31,Incil,long son jess live earth shall establish kingdom therefor send bring shall sure die
9,1 Samuel,20,32,Incil,jonathan answer saul father said put death done
9,1 Samuel,20,33,Incil,saul cast spear strike jonathan knew father determin put david death
9,1 Samuel,20,34,Incil,jonathan aros tabl fierc anger ate food second day month griev david father done shame
9,1 Samuel,20,35,Incil,happen morn jonathan went field time appoint david littl boy
9,1 Samuel,20,36,Incil,said boy run find arrow shoot boy ran shot arrow beyond
9,1 Samuel,20,37,Incil,boy come place arrow jonathan shot jonathan cri boy said arrow beyond
9,1 Samuel,20,38,Incil,jonathan cri boy go fast hurri delay jonathan boy gather arrow came master
9,1 Samuel,20,39,Incil,boy know anyth jonathan david knew matter
9,1 Samuel,20,40,Incil,jonathan gave weapon boy said go carri citi
9,1 Samuel,20,41,Incil,soon boy gone david aros place toward south fell face ground bow three time kiss one anoth wept one anoth david exceed
9,1 Samuel,20,42,Incil,jonathan said david go peac sworn us name yahweh say yahweh shall seed seed forev aros depart jonathan went citi
9,1 Samuel,21,1,Incil,came david nob ahimelech priest ahimelech came meet david trembl said alon man
9,1 Samuel,21,2,Incil,david said ahimelech priest king command busi said let man know anyth busi send command appoint young men place
9,1 Samuel,21,3,Incil,therefor hand give five loav bread hand whatev present
9,1 Samuel,21,4,Incil,priest answer david said common bread hand holi bread young men kept women
9,1 Samuel,21,5,Incil,david answer priest said truth women kept us three day came vessel young men holi though common journey much today shall vessel holi
9,1 Samuel,21,6,Incil,priest gave holi bread bread show bread taken yahweh put hot bread day taken away
9,1 Samuel,21,7,Incil,certain man servant saul day detain yahweh name doeg edomit best herdsmen belong saul
9,1 Samuel,21,8,Incil,david said ahimelech hand spear sword neither brought sword weapon king busi requir hast
9,1 Samuel,21,9,Incil,priest said sword goliath philistin kill valley elah behold wrap cloth behind ephod take take except david said none like give
9,1 Samuel,21,10,Incil,david aros fled day fear saul went achish king gath
9,1 Samuel,21,11,Incil,servant achish said david king land sing one anoth danc say slain thousand david ten thousand
9,1 Samuel,21,12,Incil,david laid word heart afraid achish king gath
9,1 Samuel,21,13,Incil,chang behavior feign mad hand scrabbl door gate let spittl fall beard
9,1 Samuel,21,14,Incil,said achish servant look see man mad brought
9,1 Samuel,21,15,Incil,lack madmen brought fellow play madman presenc shall fellow come hous
9,1 Samuel,22,1,Incil,david therefor depart escap cave adullam brother father hous heard went
9,1 Samuel,22,2,Incil,everyon distress everyon debt everyon discont gather becam captain four hundr men
9,1 Samuel,22,3,Incil,david went mizpeh moab said king moab pleas let father mother come forth know god
9,1 Samuel,22,4,Incil,brought king moab live david stronghold
9,1 Samuel,22,5,Incil,prophet gad said david stay stronghold depart get land judah david depart came forest hereth
9,1 Samuel,22,6,Incil,saul heard david discov men saul sit gibeah tamarisk tree ramah spear hand servant stand
9,1 Samuel,22,7,Incil,saul said servant stood hear benjamit son jess give everyon field vineyard make captain thousand captain hundr
9,1 Samuel,22,8,Incil,conspir none disclos son make leagu son jess none sorri disclos son stir servant lie wait day
9,1 Samuel,22,9,Incil,answer doeg edomit stood servant saul said saw son jess come nob ahimelech son ahitub
9,1 Samuel,22,10,Incil,inquir yahweh gave food gave sword goliath philistin
9,1 Samuel,22,11,Incil,king sent call ahimelech priest son ahitub father hous priest nob came king
9,1 Samuel,22,12,Incil,saul said hear son ahitub answer lord
9,1 Samuel,22,13,Incil,saul said conspir son jess given bread sword inquir god rise lie wait day
9,1 Samuel,22,14,Incil,ahimelech answer king said among servant faith david king taken council honor hous
9,1 Samuel,22,15,Incil,today begun inquir god far let king imput anyth servant hous father servant know noth less
9,1 Samuel,22,16,Incil,king said shall sure die ahimelech father hous
9,1 Samuel,22,17,Incil,king said guard stood turn kill priest yahweh hand also david knew fled disclos servant king would put forth hand fall priest yahweh
9,1 Samuel,22,18,Incil,king said doeg turn fall priest doeg edomit turn fell priest kill day person wore linen ephod
9,1 Samuel,22,19,Incil,nob citi priest struck edg sword men women children nurs babi oxen donkey sheep edg sword
9,1 Samuel,22,20,Incil,one son ahimelech son ahitub name abiathar escap fled david
9,1 Samuel,22,21,Incil,abiathar told david saul slain yahweh priest
9,1 Samuel,22,22,Incil,david said abiathar knew day doeg edomit would sure tell saul occas death person father hous
9,1 Samuel,22,23,Incil,abid afraid seek life seek life shall safeguard
9,1 Samuel,23,1,Incil,told david say behold philistin fight keilah rob thresh floor
9,1 Samuel,23,2,Incil,therefor david inquir yahweh say shall go strike philistin yahweh said david go strike philistin save keilah
9,1 Samuel,23,3,Incil,david men said behold afraid judah much go keilah armi philistin
9,1 Samuel,23,4,Incil,david inquir yahweh yet yahweh answer said aris go keilah deliv philistin hand
9,1 Samuel,23,5,Incil,david men went keilah fought philistin brought away livestock kill great slaughter david save inhabit keilah
9,1 Samuel,23,6,Incil,happen abiathar son ahimelech fled david keilah came ephod hand
9,1 Samuel,23,7,Incil,told saul david come keilah saul said god deliv hand shut enter town gate bar
9,1 Samuel,23,8,Incil,saul summon peopl war go keilah besieg david men
9,1 Samuel,23,9,Incil,david knew saul devis mischief said abiathar priest bring ephod
9,1 Samuel,23,10,Incil,said david yahweh god israel servant sure heard saul seek come keilah destroy citi sake
9,1 Samuel,23,11,Incil,men keilah deliv hand saul come servant heard yahweh god israel beg tell servant yahweh said come
9,1 Samuel,23,12,Incil,said david men keilah deliv men hand saul yahweh said deliv
9,1 Samuel,23,13,Incil,david men six hundr aros depart keilah went wherev could go told saul david escap keilah gave go
9,1 Samuel,23,14,Incil,david abod wilder stronghold remain hill countri wilder ziph saul sought everi day god deliv hand
9,1 Samuel,23,15,Incil,david saw saul come seek life david wilder ziph wood
9,1 Samuel,23,16,Incil,jonathan saul son aros went david wood strengthen hand god
9,1 Samuel,23,17,Incil,said afraid hand saul father shall find shall king israel shall next also saul father know
9,1 Samuel,23,18,Incil,two made coven yahweh david abod wood jonathan went hous
9,1 Samuel,23,19,Incil,came ziphit saul gibeah say david hide us stronghold wood hill hachilah south desert
9,1 Samuel,23,20,Incil,therefor king come accord desir soul come part shall deliv king hand
9,1 Samuel,23,21,Incil,saul said bless yahweh compass
9,1 Samuel,23,22,Incil,pleas go make yet sure know see place haunt seen told deal subt
9,1 Samuel,23,23,Incil,see therefor take knowledg lurk place hide come certainti go shall happen land search among thousand judah
9,1 Samuel,23,24,Incil,aros went ziph saul david men wilder maon arabah south desert
9,1 Samuel,23,25,Incil,saul men went seek david told went rock stay wilder maon saul heard pursu david wilder maon
9,1 Samuel,23,26,Incil,saul went side mountain david men side mountain david made hast get away fear saul saul men compass david men round take
9,1 Samuel,23,27,Incil,came messeng saul say hast come philistin made raid land
9,1 Samuel,23,28,Incil,saul return pursu david went philistin therefor call place sela hammahlekoth
9,1 Samuel,23,29,Incil,david went live stronghold en gedi
9,1 Samuel,24,1,Incil,happen saul return follow philistin told say behold david wilder en gedi
9,1 Samuel,24,2,Incil,saul took three thousand chosen men israel went seek david men rock wild goat
9,1 Samuel,24,3,Incil,came sheep pen way cave saul went reliev david men abid innermost part cave
9,1 Samuel,24,4,Incil,men david said behold day yahweh said behold deliv enemi hand shall shall seem good david aros cut skirt saul robe secret
9,1 Samuel,24,5,Incil,happen afterward david heart struck cut saul skirt
9,1 Samuel,24,6,Incil,said men yahweh forbid thing lord yahweh anoint put forth hand see yahweh anoint
9,1 Samuel,24,7,Incil,david check men word allow rise saul saul rose cave went way
9,1 Samuel,24,8,Incil,david also aros afterward went cave cri saul say lord king saul look behind david bow face earth obeis
9,1 Samuel,24,9,Incil,david said saul listen men word say behold david seek hurt
9,1 Samuel,24,10,Incil,behold day eye seen yahweh deliv today hand cave bade kill eye spare said put forth hand lord yahweh anoint
9,1 Samuel,24,11,Incil,moreov father behold yes see skirt robe hand cut skirt robe kill know see neither evil disobedi hand sin though hunt life take
9,1 Samuel,24,12,Incil,yahweh judg yahweh aveng hand shall
9,1 Samuel,24,13,Incil,say proverb ancient wick come forth wicked hand shall
9,1 Samuel,24,14,Incil,king israel come pursu dead dog flea
9,1 Samuel,24,15,Incil,yahweh therefor judg give sentenc see plead caus deliv hand
9,1 Samuel,24,16,Incil,came pass david made end speak word saul saul said voic son david saul lift voic wept
9,1 Samuel,24,17,Incil,said david righteous render good wherea render evil
9,1 Samuel,24,18,Incil,declar day dealt well yahweh deliv hand kill
9,1 Samuel,24,19,Incil,man find enemi let go away unharm therefor may yahweh reward good done day
9,1 Samuel,24,20,Incil,behold know shall sure king kingdom israel shall establish hand
9,1 Samuel,24,21,Incil,swear therefor yahweh cut seed destroy name father hous
9,1 Samuel,24,22,Incil,david swore saul saul went home david men got stronghold
9,1 Samuel,25,1,Incil,samuel die israel gather togeth lament buri hous ramah david aros went wilder paran
9,1 Samuel,25,2,Incil,man maon whose possess carmel man great three thousand sheep thousand goat shear sheep carmel
9,1 Samuel,25,3,Incil,name man nabal name wife abigail woman good understand beauti face man churlish evil do hous caleb
9,1 Samuel,25,4,Incil,david heard wilder nabal shear sheep
9,1 Samuel,25,5,Incil,david sent ten young men david said young men go carmel go nabal greet name
9,1 Samuel,25,6,Incil,thus shall tell live prosper peac peac hous peac
9,1 Samuel,25,7,Incil,heard shearer shepherd us hurt neither anyth miss carmel
9,1 Samuel,25,8,Incil,ask young men tell therefor let young men find favor eye come good day pleas give whatev come hand servant son david
9,1 Samuel,25,9,Incil,david young men came spoke nabal accord word name david ceas
9,1 Samuel,25,10,Incil,nabal answer david servant said david son jess mani servant break away master day
9,1 Samuel,25,11,Incil,shall take bread water meat kill shearer give men know come
9,1 Samuel,25,12,Incil,david young men turn way went back came told accord word
9,1 Samuel,25,13,Incil,david said men gird everi man sword gird everi man sword david also gird sword went david four hundr men two hundr abod baggag
9,1 Samuel,25,14,Incil,one young men told abigail nabal wife say behold david sent messeng wilder greet master rail
9,1 Samuel,25,15,Incil,men good us hurt neither miss anyth long went field
9,1 Samuel,25,16,Incil,wall us night day keep sheep
9,1 Samuel,25,17,Incil,therefor know consid evil determin master hous worthless fellow one ca speak
9,1 Samuel,25,18,Incil,abigail made hast took two hundr loav two bottl wine five sheep readi dress five measur parch grain one hundr cluster raisin two hundr cake fig laid donkey
9,1 Samuel,25,19,Incil,said young men go behold come tell husband nabal
9,1 Samuel,25,20,Incil,rode donkey came covert mountain behold david men came toward met
9,1 Samuel,25,21,Incil,david said sure vain kept fellow wilder noth miss pertain return evil good
9,1 Samuel,25,22,Incil,god enemi david also leav belong morn light much one urin wall
9,1 Samuel,25,23,Incil,abigail saw david hurri alight donkey fell david face bow ground
9,1 Samuel,25,24,Incil,fell feet said lord iniqu pleas let handmaid speak ear hear word handmaid
9,1 Samuel,25,25,Incil,pleas let lord regard worthless fellow even nabal name nabal name folli handmaid see young men lord send
9,1 Samuel,25,26,Incil,therefor lord yahweh live soul live see yahweh withheld blood guilti aveng hand therefor let enemi seek evil lord nabal
9,1 Samuel,25,27,Incil,present servant brought lord let given young men follow lord
9,1 Samuel,25,28,Incil,pleas forgiv trespass handmaid yahweh certain make lord sure hous lord fight battl yahweh evil shall found day
9,1 Samuel,25,29,Incil,though men risen pursu seek soul yet soul lord shall bound bundl life yahweh god soul enemi shall sling hollow sling
9,1 Samuel,25,30,Incil,shall come pass yahweh shall done lord accord good spoken concern shall appoint princ israel
9,1 Samuel,25,31,Incil,shall grief offens heart lord either shed blood without caus lord aveng yahweh shall dealt well lord rememb handmaid
9,1 Samuel,25,32,Incil,david said abigail bless yahweh god israel sent day meet
9,1 Samuel,25,33,Incil,bless discret bless kept day blood guilti aveng hand
9,1 Samuel,25,34,Incil,deed yahweh god israel live withheld hurt except hurri come meet sure would left nabal morn light much one urin wall
9,1 Samuel,25,35,Incil,david receiv hand brought said go peac hous behold listen voic accept person
9,1 Samuel,25,36,Incil,abigail came nabal behold held feast hous like feast king nabal heart merri within drunken therefor told noth less morn light
9,1 Samuel,25,37,Incil,happen morn wine gone nabal wife told thing heart die within becam stone
9,1 Samuel,25,38,Incil,happen ten day yahweh struck nabal die
9,1 Samuel,25,39,Incil,david heard nabal dead said bless yahweh plead caus reproach hand nabal kept back servant evil nabal yahweh return head david sent spoke concern abigail take wife
9,1 Samuel,25,40,Incil,servant david come abigail carmel spoke say david sent us take wife
9,1 Samuel,25,41,Incil,aros bow face earth said behold handmaid servant wash feet servant lord
9,1 Samuel,25,42,Incil,abigail hurri aros rode donkey five ladi follow went messeng david becam wife
9,1 Samuel,25,43,Incil,david also took ahinoam jezreel becam wive
9,1 Samuel,25,44,Incil,saul given michal daughter david wife palti son laish gallim
9,1 Samuel,26,1,Incil,ziphit came saul gibeah say david hide hill hachilah desert
9,1 Samuel,26,2,Incil,saul aros went wilder ziph three thousand chosen men israel seek david wilder ziph
9,1 Samuel,26,3,Incil,saul encamp hill hachilah desert way david abod wilder saw saul came wilder
9,1 Samuel,26,4,Incil,david therefor sent spi understood saul come certainti
9,1 Samuel,26,5,Incil,david aros came place saul encamp david saw place saul lay abner son ner captain armi saul lay within place wagon peopl encamp round
9,1 Samuel,26,6,Incil,answer david said ahimelech hittit abishai son zeruiah brother joab say go saul camp abishai said go
9,1 Samuel,26,7,Incil,david abishai came peopl night behold saul lay sleep within place wagon spear stuck ground head abner peopl lay round
9,1 Samuel,26,8,Incil,said abishai david god deliv enemi hand day therefor pleas let strike spear earth one stroke strike second time
9,1 Samuel,26,9,Incil,david said abishai destroy put forth hand yahweh anoint guiltless
9,1 Samuel,26,10,Incil,david said yahweh live yahweh strike day shall come die shall go battl perish
9,1 Samuel,26,11,Incil,yahweh forbid put forth hand yahweh anoint pleas take spear head jar water let us go
9,1 Samuel,26,12,Incil,david took spear jar water saul head got away man saw knew neither awak asleep deep sleep yahweh fallen
9,1 Samuel,26,13,Incil,david went side stood top mountain afar great space
9,1 Samuel,26,14,Incil,david cri peopl abner son ner say answer abner abner answer cri king
9,1 Samuel,26,15,Incil,david said abner valiant man like israel kept watch lord king came one peopl destroy king lord
9,1 Samuel,26,16,Incil,thing good done yahweh live worthi die kept watch lord yahweh anoint see king spear jar water head
9,1 Samuel,26,17,Incil,saul knew david voic said voic son david david said voic lord king
9,1 Samuel,26,18,Incil,said lord pursu servant done evil hand
9,1 Samuel,26,19,Incil,therefor pleas let lord king hear word servant yahweh stir let accept offer children men curs yahweh driven day cling yahweh inherit say go serv god
9,1 Samuel,26,20,Incil,therefor let blood fall earth away presenc yahweh king israel come seek flea one hunt partridg mountain
9,1 Samuel,26,21,Incil,said saul sin return son david harm life precious eye day behold play fool er exceed
9,1 Samuel,26,22,Incil,david answer behold spear king let one young men come get
9,1 Samuel,26,23,Incil,yahweh render everi man righteous faith yahweh deliv hand today would put forth hand yahweh anoint
9,1 Samuel,26,24,Incil,behold life much set day eye let life much set eye yahweh let deliv oppress
9,1 Samuel,26,25,Incil,saul said david bless son david shall mightili shall sure prevail david went way saul return place
9,1 Samuel,27,1,Incil,david said heart shall perish one day hand saul noth better escap land philistin saul despair seek border israel shall escap hand
9,1 Samuel,27,2,Incil,david aros pass six hundr men achish son maoch king gath
9,1 Samuel,27,3,Incil,david live achish gath men everi man household even david two wive ahinoam jezreelitess abigail carmelitess nabal wife
9,1 Samuel,27,4,Incil,told saul david fled gath sought
9,1 Samuel,27,5,Incil,david said achish found favor eye let give place one citi countri may dwell servant dwell royal citi
9,1 Samuel,27,6,Incil,achish gave ziklag day ziklag pertain king judah day
9,1 Samuel,27,7,Incil,number day david live countri philistin full year four month
9,1 Samuel,27,8,Incil,david men went made raid geshurit girzit amalekit nation inhabit land old go shur even land egypt
9,1 Samuel,27,9,Incil,david struck land save neither man woman aliv took away sheep oxen donkey camel cloth return came achish
9,1 Samuel,27,10,Incil,achish said made raid today david said south judah south jerahmeelit south kenit
9,1 Samuel,27,11,Incil,david save neither man woman aliv bring gath say lest tell us say david manner live countri philistin
9,1 Samuel,27,12,Incil,achish believ david say made peopl israel utter abhor therefor shall servant forev
9,1 Samuel,28,1,Incil,happen day philistin gather armi togeth warfar fight israel achish said david know assur shall go armi men
9,1 Samuel,28,2,Incil,david said achish therefor shall know servant achish said david therefor make keeper head ever
9,1 Samuel,28,3,Incil,samuel dead israel lament buri ramah even citi saul put away familiar spirit wizard land
9,1 Samuel,28,4,Incil,philistin gather togeth came encamp shunem saul gather israel togeth encamp gilboa
9,1 Samuel,28,5,Incil,saul saw armi philistin afraid heart trembl great
9,1 Samuel,28,6,Incil,saul inquir yahweh yahweh answer neither dream urim prophet
9,1 Samuel,28,7,Incil,said saul servant seek woman familiar spirit may go inquir servant said behold woman familiar spirit endor
9,1 Samuel,28,8,Incil,saul disguis put cloth went two men came woman night said pleas divin familiar spirit bring whoever shall name
9,1 Samuel,28,9,Incil,woman said behold know saul done cut familiar spirit wizard land lay snare life caus die
9,1 Samuel,28,10,Incil,saul swore yahweh say yahweh live shall punish happen thing
9,1 Samuel,28,11,Incil,said woman shall bring said bring samuel
9,1 Samuel,28,12,Incil,woman saw samuel cri loud voic woman spoke saul say deceiv saul
9,1 Samuel,28,13,Incil,king said afraid see woman said saul see god come earth
9,1 Samuel,28,14,Incil,said form said old man come cover robe saul perceiv samuel bow face ground obeis
9,1 Samuel,28,15,Incil,samuel said saul disquiet bring saul answer sore distress philistin make war god depart answer neither prophet dream therefor call may make known shall
9,1 Samuel,28,16,Incil,samuel said ask see yahweh depart becom adversari
9,1 Samuel,28,17,Incil,yahweh done spoke yahweh torn kingdom hand given neighbor even david
9,1 Samuel,28,18,Incil,obey voic yahweh execut fierc wrath amalek therefor yahweh done thing day
9,1 Samuel,28,19,Incil,moreov yahweh deliv israel also hand philistin tomorrow shall son yahweh deliv armi israel also hand philistin
9,1 Samuel,28,20,Incil,saul fell immedi full length earth sore afraid word samuel strength eaten bread day night
9,1 Samuel,28,21,Incil,woman came saul saw sore troubl said behold handmaid listen voic put life hand listen word spoke
9,1 Samuel,28,22,Incil,therefor pleas listen also voic handmaid let set morsel bread eat may strength go way
9,1 Samuel,28,23,Incil,refus said eat servant togeth woman constrain listen voic aros earth sat bed
9,1 Samuel,28,24,Incil,woman fatten calf hous hurri kill took flour knead bake unleaven bread
9,1 Samuel,28,25,Incil,brought saul servant ate rose went away night
9,1 Samuel,29,1,Incil,philistin gather togeth armi aphek israelit encamp spring jezreel
9,1 Samuel,29,2,Incil,lord philistin pass hundr thousand david men pass rearward achish
9,1 Samuel,29,3,Incil,said princ philistin hebrew achish said princ philistin david servant saul king israel day rather year found fault sinc fell away day
9,1 Samuel,29,4,Incil,princ philistin angri princ philistin said make man return may go back place appoint let go us battl lest battl becom adversari us fellow reconcil lord head men
9,1 Samuel,29,5,Incil,david sang one anoth danc say saul slain thousand david ten thousand
9,1 Samuel,29,6,Incil,achish call david said yahweh live upright go come armi good sight found evil sinc day come day nevertheless lord favor
9,1 Samuel,29,7,Incil,therefor return go peac displeas lord philistin
9,1 Samuel,29,8,Incil,david said achish done found servant long day may go fight enemi lord king
9,1 Samuel,29,9,Incil,achish answer david know good sight angel god notwithstand princ philistin said shall go us battl
9,1 Samuel,29,10,Incil,therefor rise earli morn servant lord come soon earli morn light depart
9,1 Samuel,29,11,Incil,david rose earli men depart morn return land philistin philistin went jezreel
9,1 Samuel,30,1,Incil,happen david men come ziklag third day amalekit made raid south ziklag struck ziklag burn fire
9,1 Samuel,30,2,Incil,taken captiv women therein small great kill carri went way
9,1 Samuel,30,3,Incil,david men came citi behold burn fire wive son daughter taken captiv
9,1 Samuel,30,4,Incil,david peopl lift voic wept power weep
9,1 Samuel,30,5,Incil,david two wive taken captiv ahinoam jezreelitess abigail wife nabal carmelit
9,1 Samuel,30,6,Incil,david great distress peopl spoke stone soul peopl griev everi man son daughter david strengthen yahweh god
9,1 Samuel,30,7,Incil,david said abiathar priest son ahimelech pleas bring ephod abiathar brought ephod david
9,1 Samuel,30,8,Incil,david inquir yahweh say pursu troop shall overtak answer pursu shall sure overtak shall without fail recov
9,1 Samuel,30,9,Incil,david went six hundr men came brook besor left behind stay
9,1 Samuel,30,10,Incil,david pursu four hundr men two hundr stay behind faint could go brook besor
9,1 Samuel,30,11,Incil,found egyptian field brought david gave bread ate gave water drink
9,1 Samuel,30,12,Incil,gave piec cake fig two cluster raisin eaten spirit came eaten bread drunk water three day three night
9,1 Samuel,30,13,Incil,david said belong whenc said young man egypt servant amalekit master left three day ago fell sick
9,1 Samuel,30,14,Incil,made raid south cherethit belong judah south caleb burn ziklag fire
9,1 Samuel,30,15,Incil,david said bring troop said swear god neither kill deliv hand master bring troop
9,1 Samuel,30,16,Incil,brought behold spread abroad ground eat drink danc great spoil taken land philistin land judah
9,1 Samuel,30,17,Incil,david struck twilight even even next day man escap except four hundr young men rode camel fled
9,1 Samuel,30,18,Incil,david recov amalekit taken david rescu two wive
9,1 Samuel,30,19,Incil,noth lack neither small great neither son daughter neither spoil anyth taken david brought back
9,1 Samuel,30,20,Incil,david took flock herd drove livestock said david spoil
9,1 Samuel,30,21,Incil,david came two hundr men faint could follow david also made abid brook besor went forth meet david meet peopl david came near peopl greet
9,1 Samuel,30,22,Incil,answer wick men base fellow went david said go us give anyth spoil recov except everi man wife children may lead away depart
9,1 Samuel,30,23,Incil,said david shall brother yahweh given us preserv us deliv troop came us hand
9,1 Samuel,30,24,Incil,listen matter share goe battl shall share tarri baggag shall share alik
9,1 Samuel,30,25,Incil,day forward made statut ordin israel day
9,1 Samuel,30,26,Incil,david came ziklag sent spoil elder judah even friend say behold present spoil enemi yahweh
9,1 Samuel,30,27,Incil,bethel ramoth south jattir
9,1 Samuel,30,28,Incil,aroer siphmoth eshtemoa
9,1 Samuel,30,29,Incil,racal citi jerahmeelit citi kenit
9,1 Samuel,30,30,Incil,hormah borashan athach
9,1 Samuel,30,31,Incil,hebron place david men use stay
9,1 Samuel,31,1,Incil,philistin fought israel men israel fled philistin fell slain mount gilboa
9,1 Samuel,31,2,Incil,philistin follow hard saul son philistin kill jonathan abinadab malchishua son saul
9,1 Samuel,31,3,Incil,battl went sore saul archer overtook great distress reason archer
9,1 Samuel,31,4,Incil,said saul armor bearer draw sword thrust therewith lest uncircumcis come thrust abus armor bearer would sore afraid therefor saul took sword fell
9,1 Samuel,31,5,Incil,armor bearer saw saul dead likewis fell sword die
9,1 Samuel,31,6,Incil,saul die three son armor bearer men day togeth
9,1 Samuel,31,7,Incil,men israel side valley beyond jordan saw men israel fled saul son dead forsook citi fled philistin came live
9,1 Samuel,31,8,Incil,happen next day philistin came strip slain found saul three son fallen mount gilboa
9,1 Samuel,31,9,Incil,cut head strip armor sent land philistin round carri news hous idol peopl
9,1 Samuel,31,10,Incil,put armor hous ashtaroth fasten bodi wall beth
9,1 Samuel,31,11,Incil,inhabit jabesh gilead heard concern philistin done saul
9,1 Samuel,31,12,Incil,valiant men aros went night took bodi saul bodi son wall beth came jabesh burnt
9,1 Samuel,31,13,Incil,took bone buri tamarisk tree jabesh fast seven day
10,2 Samuel,1,1,Incil,happen death saul david return slaughter amalekit david abod two day ziklag
10,2 Samuel,1,2,Incil,happen third day behold man came camp saul cloth torn earth head came david fell earth obeis
10,2 Samuel,1,3,Incil,david said whenc come said camp israel escap
10,2 Samuel,1,4,Incil,david said went matter pleas tell answer peopl fled battl mani peopl also fallen dead saul jonathan son dead also
